mean_R,mean_G,mean_B,std_R,std_G,std_B,norm_R,norm_G,norm_B,green_dominance,blue_ratio,yellowish_blue_ratio,lbp_hist,glcm_contrast,glcm_homogeneity,glcm_entropy,Nitrogen(%),Phosphorus(ppm),Potassium(ppm),pH,soil_type
128.2008729272959,128.2008729272959,128.2008729272959,73.85412249477999,73.85412249477999,73.85412249477999,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.15856186224489796, 0.1139389349489796, 0.049904336734693876, 0.04316804846938776, 0.0362922512755102, 0.04669563137755102, 0.05044244260204082, 0.11136798469387756, 0.38962850765306123]",7875.886751281229,0.017623984156544155,15.36587635861412,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
129.21799266581633,129.21799266581633,129.21799266581633,73.92988449869932,73.92988449869932,73.92988449869932,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.1611328125, 0.11641023596938775, 0.04603794642857143, 0.04181281887755102, 0.03501674107142857, 0.04625717474489796, 0.04942602040816327, 0.10951450892857142, 0.39439174107142855]",7463.598494554773,0.02411859156058053,15.325001226008318,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
129.1641621492347,129.1641621492347,129.1641621492347,73.88252491064844,73.88252491064844,73.88252491064844,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.16242825255102042, 0.11738679846938775, 0.04571906887755102, 0.04177295918367347, 0.03394052933673469, 0.04488201530612245, 0.04878826530612245, 0.11160714285714286, 0.3934749681122449]",7922.662656149904,0.020809543755868572,15.35534702615708,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
131.02517139668367,131.02517139668367,131.02517139668367,76.17806979761492,76.17806979761492,76.17806979761492,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.12496014030612244, 0.11650988520408163, 0.042849170918367346, 0.05171795280612245, 0.04205197704081633, 0.05817522321428571, 0.05309311224489796, 0.11316167091836735, 0.39748086734693877]",6410.642536835361,0.06398581049745836,11.243562954281654,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
130.05608258928572,130.05608258928572,130.05608258928572,73.70409845008804,73.70409845008804,73.70409845008804,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.07340162627551021, 0.09582270408163265, 0.07061144770408163, 0.10837850765306123, 0.1217514349489796, 0.11184630102040816, 0.08910634566326531, 0.09111926020408163, 0.23796237244897958]",3023.457299007047,0.062496385053098444,10.838039260545228,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
142.14198022959184,142.14198022959184,142.14198022959184,77.68711295054662,77.68711295054662,77.68711295054662,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.10212053571428571, 0.11429767219387756, 0.02871890943877551, 0.0517578125, 0.03479751275510204, 0.06367586096938775, 0.05787627551020408, 0.11961894132653061, 0.42713647959183676]",6913.034953555414,0.17874764166182858,6.821703152773356,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
135.88289221938774,135.88289221938774,135.88289221938774,76.2034265011232,76.2034265011232,76.2034265011232,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.1231265943877551, 0.115234375, 0.03689014668367347, 0.04779177295918367, 0.037428252551020405, 0.05508609693877551, 0.05446827168367347, 0.11734693877551021, 0.41262755102040816]",6658.727858744394,0.10810718768234616,8.426207924018005,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
138.93229830994898,138.93229830994898,138.93229830994898,77.00450828635714,77.00450828635714,77.00450828635714,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.11144770408163265, 0.11206552933673469, 0.03077168367346939, 0.05239556760204082, 0.03617267219387755, 0.06301817602040816, 0.05727838010204082, 0.11790497448979592, 0.4189453125]",6746.954996796925,0.147630113210038,7.541931138077645,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
129.41125239158163,129.41125239158163,129.41125239158163,75.47438498405621,75.47438498405621,75.47438498405621,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.11894132653061225, 0.11840322066326531, 0.05209661989795918, 0.058693399234693876, 0.05311304209183673, 0.06443319515306123, 0.0597297512755102, 0.1094547193877551, 0.36513472576530615]",6467.393677930813,0.044767558382634104,12.612716743585025,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
139.01185825892858,139.01185825892858,139.01185825892858,75.5903909602519,75.5903909602519,75.5903909602519,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.11920041454081633, 0.11933992346938775, 0.037607621173469385, 0.04470264668367347, 0.038364955357142856, 0.05331234056122449, 0.061603156887755105, 0.11190609056122448, 0.41396285076530615]",7653.068025304292,0.12510807585204364,7.268385885688289,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
131.56319754464286,131.56319754464286,131.56319754464286,74.59238104499073,74.59238104499073,74.59238104499073,0.33333333333333337,0.33333333333333337,0.33333333333333337,False,0.5,1.0,"[0.13034119897959184, 0.11654974489795919, 0.048748405612244895, 0.051877391581632654, 0.046755420918367346, 0.05759725765306122, 0.0594108737244898, 0.11073022959183673, 0.3779894770408163]",6906.432935618193,0.05605437380742,10.144702334519394,0.020370370370370372,11.600000000000001,50.0,6.5,Alluvial soil
129.67600047831633,129.67600047831633,129.67600047831633,74.14504298435119,74.14504298435119,74.14504298435119,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.14012675382653061, 0.11481584821428571, 0.049107142857142856, 0.049705038265306124, 0.045041454081632654, 0.057916135204081634, 0.05855389030612245, 0.11138791454081633, 0.3733458227040816]",6934.305233023703,0.035579370733112264,11.899750718261732,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
122.71540178571429,122.71540178571429,122.71540178571429,77.31868447393504,77.31868447393504,77.31868447393504,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.05335220025510204, 0.07545440051020408, 0.07579320790816327, 0.12344547193877552, 0.13380899234693877, 0.11611128826530612, 0.07842394770408163, 0.0752750318877551, 0.26833545918367346]",1304.343269538757,0.15497777992301137,12.71572982769948,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
129.2122130102041,129.2122130102041,129.2122130102041,73.87393117998616,73.87393117998616,73.87393117998616,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.16230867346938777, 0.11724728954081633, 0.044443558673469385, 0.041912468112244895, 0.035036670918367346, 0.04571906887755102, 0.04711415816326531, 0.11212531887755102, 0.3940927933673469]",7806.875160153748,0.021202631359550292,15.345194044958347,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
133.61274314413265,133.61274314413265,133.61274314413265,74.8013664572334,74.8013664572334,74.8013664572334,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.13570232780612246, 0.11724728954081633, 0.043068399234693876, 0.04434390943877551, 0.040318080357142856, 0.05115991709183673, 0.05678013392857143, 0.11162707270408163, 0.39975286989795916]",7470.997557655348,0.06804565391011484,9.058132636016438,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
136.40025111607142,136.40025111607142,136.40025111607142,75.11573059114824,75.11573059114824,75.11573059114824,0.33333333333333337,0.33333333333333337,0.33333333333333337,False,0.5,1.0,"[0.12842793367346939, 0.11746651785714286, 0.04039779974489796, 0.043447066326530615, 0.037209024234693876, 0.05253507653061224, 0.05961017219387755, 0.11120854591836735, 0.40969786352040816]",7543.371877001922,0.09660244286371641,7.992374389809578,0.020370370370370372,11.600000000000001,50.0,6.5,Alluvial soil
137.33908641581633,137.33908641581633,137.33908641581633,76.31436868624148,76.31436868624148,76.31436868624148,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.11423788265306123, 0.11184630102040816, 0.03489716198979592, 0.051259566326530615, 0.039919483418367346, 0.06267936862244898, 0.05741788903061224, 0.11854272959183673, 0.40919961734693877]",6362.126601537477,0.13153984414386607,7.941458508378954,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
137.63020169005102,137.63020169005102,137.63020169005102,76.70633165531012,76.70633165531012,76.70633165531012,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.11637037627551021, 0.11427774234693877, 0.03404017857142857, 0.04960538903061224, 0.03696986607142857, 0.05813536352040816, 0.05743781887755102, 0.11774553571428571, 0.41541772959183676]",6812.96502642537,0.12878426173751917,7.889064583215271,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
135.2722616390306,135.2722616390306,135.2722616390306,76.00780444644515,76.00780444644515,76.00780444644515,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.12767059948979592, 0.11356026785714286, 0.03716916454081633, 0.045778858418367346, 0.03860411352040816, 0.05474728954081633, 0.054209183673469385, 0.11720742984693877, 0.4110530931122449]",6918.921364509929,0.09832991406449942,8.65644458286869,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
133.32840401785714,133.32840401785714,133.32840401785714,74.39637466161281,74.39637466161281,74.39637466161281,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.14582669005102042, 0.12181122448979592, 0.040915975765306124, 0.03981983418367347, 0.032724808673469385, 0.04412468112244898, 0.05054209183673469, 0.11178651147959184, 0.41244818239795916]",8266.698230301088,0.06513718497222354,9.386795562648839,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
132.90096859056123,132.90096859056123,132.90096859056123,73.54084550295013,73.54084550295013,73.54084550295013,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.07244499362244898, 0.09111926020408163, 0.03946109693877551, 0.06467235331632654, 0.06529017857142858, 0.09331154336734694, 0.06584821428571429, 0.09937021683673469, 0.40848214285714285]",2020.96732863549,0.26337493106779675,7.584573251937741,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
135.09426817602042,135.09426817602042,135.09426817602042,73.64409743736576,73.64409743736576,73.64409743736576,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.05899234693877551, 0.09719786352040816, 0.052834024234693876, 0.1041733099489796, 0.11007254464285714, 0.11577248086734694, 0.09536431760204081, 0.0928531568877551, 0.27273995535714285]",3030.867873158232,0.14221969059587053,7.893124853544499,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
131.33715322066325,131.33715322066325,131.33715322066325,74.3140436006056,74.3140436006056,74.3140436006056,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.5,1.0,"[0.05404974489795918, 0.10098453443877552, 0.05917171556122449, 0.11379942602040816, 0.14620535714285715, 0.11754623724489796, 0.08868781887755102, 0.09944993622448979, 0.22010522959183673]",3147.818946188341,0.08290363566314031,9.779443344216523,0.02037037037037037,11.600000000000001,50.0,6.5,Alluvial soil
131.4300462372449,131.4300462372449,131.4300462372449,74.01132769729796,74.01132769729796,74.01132769729796,0.33333333333333337,0.33333333333333337,0.33333333333333337,False,0.5,1.0,"[0.01975047831632653, 0.06387515943877552, 0.04902742346938776, 0.15864158163265307, 0.24703045280612246, 0.2060546875, 0.08775111607142858, 0.057537468112244895, 0.11033163265306123]",1221.3432695387576,0.1306658365944933,9.348057075281444,0.020370370370370372,11.600000000000001,50.0,6.5,Alluvial soil
